n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_imgs,num_videos,average_token_length,global_rate_positive_words,global_rate_negative_words,avg_positive_polarity,avg_negative_polarity,title_subjectivity,title_sentiment_polarity,shares,publish_day,data_channel
12.0,219.0,0.663594466988,0.999999992308,0.815384609112,4.0,1.0,0.0,4.6803652968,0.0456621004566,0.013698630137,0.378636363636,-0.35,0.5,-0.1875,593,2,2
9.0,255.0,0.604743080614,0.999999993289,0.79194630341,3.0,1.0,0.0,4.9137254902,0.043137254902,0.0156862745098,0.286914600551,-0.11875,0.0,0.0,711,2,3
9.0,211.0,0.575129530699,0.999999991597,0.66386554064,3.0,1.0,0.0,4.39336492891,0.0568720379147,0.00947867298578,0.495833333333,-0.466666666667,0.0,0.0,1500,2,3
9.0,531.0,0.503787877834,0.999999996904,0.665634672862,9.0,1.0,0.0,4.40489642185,0.0414312617702,0.0207156308851,0.385965171192,-0.369696969697,0.0,0.0,1200,2,2
13.0,1072.0,0.41564561695,0.999999998565,0.540889525766,19.0,20.0,0.0,4.6828358209,0.0746268656716,0.0121268656716,0.411127435065,-0.220192307692,0.454545454545,0.136363636364,505,2,5
10.0,370.0,0.559888577828,0.999999995495,0.698198195053,2.0,0.0,0.0,4.35945945946,0.0297297297297,0.027027027027,0.350609996065,-0.195,0.642857142857,0.214285714286,855,2,5
8.0,960.0,0.418162618355,0.999999998339,0.54983388613,21.0,20.0,0.0,4.65416666667,0.0802083333333,0.0166666666667,0.402038567493,-0.224479166667,0.0,0.0,556,2,1
12.0,989.0,0.433573634981,0.999999998415,0.572107764545,20.0,20.0,0.0,4.61779575329,0.0839231547017,0.0151668351871,0.427720492359,-0.242777777778,1.0,0.5,891,2,5
11.0,97.0,0.670103085875,0.999999979592,0.836734676801,2.0,0.0,0.0,4.85567010309,0.0309278350515,0.020618556701,0.566666666667,-0.125,0.125,0.0,3600,2,5
10.0,231.0,0.636363633609,0.999999992754,0.797101443499,4.0,1.0,1.0,5.09090909091,0.038961038961,0.030303030303,0.298412698413,-0.238095238095,0.0,0.0,710,2,6
9.0,1248.0,0.490049750837,0.999999998588,0.731638417046,11.0,1.0,0.0,4.61778846154,0.0384615384615,0.0208333333333,0.404480068543,-0.415064102564,0.0,0.0,2200,2,6
10.0,187.0,0.666666663082,0.999999991304,0.799999993043,7.0,1.0,0.0,4.6577540107,0.0267379679144,0.0106951871658,0.435,-0.2625,0.0,0.0,1900,2,1
12.0,682.0,0.459541984031,0.999999997429,0.634961437956,10.0,1.0,0.0,4.62023460411,0.049853372434,0.0395894428152,0.343070409982,-0.220149911817,0.75,-0.25,1600,2,6
8.0,397.0,0.624678661633,0.999999995951,0.805668012933,11.0,1.0,0.0,5.44584382872,0.0654911838791,0.0100755667506,0.381847319347,-0.144642857143,0.0,0.0,3100,2,3
11.0,103.0,0.689320381657,0.999999983871,0.806451599896,3.0,1.0,0.0,4.84466019417,0.0291262135922,0.00970873786408,0.277777777778,-0.125,0.857142857143,-0.714285714286,5700,2,1
8.0,1207.0,0.410579344743,0.999999998711,0.548969071458,24.0,42.0,0.0,4.71665285833,0.069594034797,0.0115990057995,0.426568491033,-0.226785714286,0.5,0.0,17100,2,5
13.0,1248.0,0.390637610661,0.999999998736,0.523388115647,21.0,20.0,0.0,4.68669871795,0.068108974359,0.0112179487179,0.408244716068,-0.206547619048,0.0,0.0,2800,2,5
9.0,391.0,0.510256408948,0.999999995833,0.649999997292,9.0,1.0,1.0,5.29667519182,0.0179028132992,0.00511508951407,0.15,-0.108333333333,0.0,0.0,598,2,6
11.0,1154.0,0.42730496416,0.999999998613,0.572815533186,20.0,20.0,0.0,4.62998266898,0.0745233968804,0.0164644714038,0.416342998087,-0.230263157895,0.0,0.0,445,2,5
11.0,125.0,0.674796742481,0.999999987342,0.797468344336,1.0,1.0,0.0,4.824,0.048,0.0,0.281060606061,0.0,0.45,0.4,1500,2,6
13.0,244.0,0.559999997511,0.999999993197,0.680272104216,3.0,1.0,0.0,4.42213114754,0.016393442623,0.0245901639344,0.292424242424,-0.456481481481,0.7,-0.4,852,2,3
8.0,266.0,0.572580642852,0.999999993197,0.721088430469,5.0,1.0,0.0,4.25939849624,0.0112781954887,0.0112781954887,0.295238095238,-0.116666666667,0.9,0.4,783,2,5
8.0,331.0,0.562691129778,0.999999994898,0.724489792222,5.0,1.0,0.0,4.78247734139,0.0604229607251,0.00906344410876,0.556558441558,-0.263888888889,0.0,0.0,1500,2,5
12.0,1225.0,0.385451504694,0.999999998689,0.508519003265,22.0,28.0,0.0,4.63591836735,0.0644897959184,0.0163265306122,0.417415200833,-0.202291666667,0.5,0.5,1800,2,5
10.0,243.0,0.619246859334,0.999999992366,0.824427474623,1.0,0.0,0.0,4.38271604938,0.0493827160494,0.0205761316872,0.333297258297,-0.1775,0.0,0.0,462,2,1
11.0,723.0,0.490934448409,0.999999997845,0.642241377926,18.0,1.0,0.0,5.22821576763,0.0636237897649,0.00829875518672,0.340572181442,-0.213888888889,0.5,0.5,425,2,3
8.0,708.0,0.48221906048,0.999999997525,0.688118810178,8.0,1.0,1.0,4.62005649718,0.0550847457627,0.0155367231638,0.291941391941,-0.244444444444,0.0,0.0,3200,2,3
10.0,633.0,0.476038337898,0.999999997625,0.579572445179,2.0,19.0,0.0,4.98578199052,0.0537124802528,0.0110584518167,0.298032849503,-0.341666666667,0.0,0.0,3900,2,5
14.0,290.0,0.611510789167,0.999999994048,0.76190475737,0.0,14.0,0.0,4.06896551724,0.0620689655172,0.0103448275862,0.438908128908,-0.177777777778,0.0,0.0,480,2,5
8.0,204.0,0.586206893664,0.999999992063,0.69841269287,7.0,1.0,0.0,4.67156862745,0.0735294117647,0.00490196078431,0.422181818182,-0.4,0.0,0.0,3600,2,1
11.0,315.0,0.551282049515,0.999999994382,0.702247187066,4.0,1.0,0.0,4.38095238095,0.0349206349206,0.0126984126984,0.400550964187,-0.320138888889,0.55,0.35,343,2,1
10.0,1244.0,0.417546709653,0.999999998736,0.562579013195,27.0,20.0,0.0,4.75241157556,0.0675241157556,0.0152733118971,0.421472119151,-0.230263157895,1.0,-0.6,7700,2,5
8.0,257.0,0.568093383004,0.999999993548,0.670967737607,9.0,0.0,1.0,4.63813229572,0.0311284046693,0.0272373540856,0.360416666667,-0.392857142857,0.666666666667,-0.5,2600,2,4
11.0,799.0,0.504391467372,0.999999997722,0.738041000597,8.0,1.0,0.0,4.6958698373,0.0375469336671,0.0200250312891,0.394523809524,-0.2328125,0.0,0.0,504,2,6
14.0,194.0,0.764705878264,0.999999991597,0.840336127392,4.0,0.0,1.0,4.5206185567,0.0567010309278,0.0,0.545454545455,0.0,0.4,0.1,2100,2,2
10.0,1036.0,0.429549901732,0.99999999851,0.560357674277,21.0,20.0,0.0,4.7277992278,0.0781853281853,0.0135135135135,0.41857984608,-0.214880952381,0.0,0.0,1100,2,5
6.0,174.0,0.691860461094,0.999999990291,0.902912612593,0.0,1.0,0.0,4.79885057471,0.0172413793103,0.0,0.412121212121,0.0,0.0,0.0,401,2,5
14.0,1237.0,0.423770491456,0.999999998744,0.570351758077,24.0,42.0,0.0,4.70331447049,0.0638641875505,0.0113177041229,0.403363745959,-0.214880952381,0.0,0.0,4200,2,5
10.0,1081.0,0.428037382778,0.999999998555,0.560693640808,19.0,20.0,0.0,4.65217391304,0.0749306197965,0.0175763182239,0.423737908182,-0.269736842105,0.7,-0.05,1200,2,5
9.0,1022.0,0.427427427,0.999999998485,0.549999999167,20.0,20.0,0.0,4.74657534247,0.0772994129159,0.0117416829746,0.419440517289,-0.222916666667,0.0,0.0,1500,2,5
10.0,142.0,0.654676254283,0.999999987013,0.792207781919,2.0,1.0,0.0,4.27464788732,0.0211267605634,0.00704225352113,0.366666666667,-0.3,0.0,0.0,575,2,3
10.0,1190.0,0.408703071324,0.999999998634,0.561475409069,25.0,20.0,0.0,4.62016806723,0.0638655462185,0.0151260504202,0.403010936432,-0.236111111111,0.0,0.0,507,2,1
12.0,161.0,0.668831164488,0.999999990476,0.752380945215,5.0,0.0,6.0,4.45341614907,0.0496894409938,0.0186335403727,0.427462121212,-0.363888888889,0.583333333333,0.25,1200,2,2
11.0,1108.0,0.408592321382,0.999999998582,0.53758865172,21.0,20.0,0.0,4.65433212996,0.0740072202166,0.0135379061372,0.39068524971,-0.205740740741,0.0,0.0,695,2,5
11.0,1089.0,0.418691588394,0.999999998555,0.553468207293,20.0,20.0,0.0,4.69421487603,0.0725436179982,0.0128558310376,0.404108170311,-0.231547619048,0.0,0.0,1200,2,5
11.0,214.0,0.644549759978,0.999999992248,0.751937978667,2.0,0.0,1.0,4.65420560748,0.0280373831776,0.0140186915888,0.258333333333,-0.4,0.85,-0.4,4900,2,5
9.0,944.0,0.433011789461,0.999999998355,0.565789472754,21.0,20.0,0.0,4.70656779661,0.0826271186441,0.0180084745763,0.413517593518,-0.204901960784,0.642857142857,0.214285714286,382,2,5
9.0,1030.0,0.422244094073,0.999999998462,0.563076922211,21.0,20.0,0.0,4.70097087379,0.0766990291262,0.0174757281553,0.42623760206,-0.231547619048,0.0,0.0,400,2,5
11.0,454.0,0.566079293907,0.99999999639,0.754512632655,5.0,1.0,0.0,4.88546255507,0.0440528634361,0.0132158590308,0.362954545455,-0.215476190476,0.427272727273,0.168181818182,4600,2,2
9.0,1115.0,0.424131626669,0.999999998582,0.564539006291,21.0,20.0,0.0,4.63139013453,0.0717488789238,0.0134529147982,0.417055465368,-0.212354497354,0.333333333333,0.25,2400,2,5
10.0,555.0,0.535390198665,0.999999997059,0.708823527327,7.0,1.0,0.0,5.14774774775,0.0396396396396,0.0126126126126,0.337964876033,-0.225793650794,0.5,-0.1,1600,2,5
8.0,130.0,0.821705419987,0.999999987013,0.922077910103,7.0,0.0,0.0,4.54615384615,0.0384615384615,0.00769230769231,0.353939393939,-0.4,0.25,0.2,1300,2,5
12.0,444.0,0.600917429814,0.999999996599,0.755102038248,9.0,23.0,0.0,4.81081081081,0.0518018018018,0.0,0.312897609637,0.0,0.454545454545,0.136363636364,819,2,3
9.0,280.0,0.576642333662,0.999999994475,0.685082869143,5.0,10.0,1.0,4.4,0.05,0.0107142857143,0.257251082251,-0.290476190476,0.5,0.136363636364,585,2,5
13.0,1024.0,0.428007889124,0.99999999848,0.557750759031,19.0,19.0,0.0,4.7783203125,0.08203125,0.0146484375,0.410137858174,-0.219444444444,0.0,0.0,536,2,5
12.0,238.0,0.621276593101,0.999999992308,0.823076916746,3.0,1.0,0.0,4.25630252101,0.0546218487395,0.0,0.291258741259,0.0,0.0,0.0,834,2,5
9.0,1070.0,0.42155009412,0.999999998557,0.551226550431,22.0,20.0,0.0,4.65514018692,0.0757009345794,0.0121495327103,0.412062957619,-0.215384615385,0.333333333333,0.25,645,2,5
12.0,463.0,0.504347824991,0.999999996491,0.631578945152,1.0,4.0,0.0,4.36285097192,0.0626349892009,0.0172786177106,0.222137632482,-0.189409722222,0.0666666666667,0.0333333333333,598,2,5
11.0,1005.0,0.431726907197,0.999999998466,0.556748465404,21.0,20.0,0.0,4.65572139303,0.0756218905473,0.0149253731343,0.408075301891,-0.215,0.0,0.0,217,2,5
8.0,403.0,0.516042779369,0.999999995798,0.617647056228,3.0,1.0,0.0,4.08188585608,0.0496277915633,0.0397022332506,0.280465367965,-0.172395833333,0.75,-0.125,3200,2,5
